(114,114)
(115,114)
(116,114)
(117,114)
(118,114)
(119,114)
(120,114)
(121,114)
(122,114)
(123,114)
(124,114)
(125,114)
(126,114)
(127,114)
(128,114)
(129,114)
(130,114)
(131,114)
(132,114)
(133,114)
(134,114)
(135,114)
(136,114)
(137,114)
(138,114)
(139,114)
(140,114)
(141,114)
(142,114)
(143,114)
(144,114)
(145,114)
(146,114)
(147,114)
(148,114)
(149,114)
(150,114)
(151,114)
(152,114)
(153,114)
(154,114)
(155,114)
(156,114)
(157,114)
(158,113)
(159,113)
(160,113)
(161,113)
(162,113)
(163,113)
(164,113)
(165,113)
(166,113)
(167,113)
(168,113)
(169,113)
(170,113)
(171,113)
(172,113)
(173,113)
(174,113)
(175,113)
(176,113)
(177,113)
(178,113)
(179,113)
(180,113)
(181,113)
(182,113)
(183,113)
(184,113)
(185,113)
(186,113)
(187,113)
(188,113)
(189,113)
(190,113)
(191,113)
(192,113)
(193,113)
(194,113)
(195,113)
(196,113)
(197,113)
(198,113)
(199,113)
(200,113)
(201,113)
(202,113)
(203,113)
(204,113)
(205,113)
(206,113)
(207,113)
(208,113)
(209,113)
(210,113)
(211,113)
(212,113)
(213,113)
(214,113)
(215,113)
(216,113)
(217,113)
(218,113)
(219,113)
(220,113)
(221,113)
(222,113)
(223,113)
(224,113)
(225,113)
(226,113)
(227,113)
(228,113)
(229,113)
(230,113)
(231,113)
(232,113)
(233,113)
(234,113)
(235,113)
(236,113)
(237,113)
(238,113)
(239,113)
(240,113)
(241,113)
(242,113)
(243,113)
(244,113)
(245,112)
(246,112)
(247,112)
(248,112)
(249,112)
(250,112)
(251,112)
(252,112)
(253,112)
(254,112)
(255,112)
(256,112)
(257,112)
(258,112)
(259,112)
(260,112)
(261,112)
(262,112)
(263,112)
(264,112)
(265,112)
(266,112)
(267,112)
(268,112)
(269,112)
(270,112)
(271,112)
(272,112)
(273,112)
(274,112)
(275,112)
(276,112)
(277,112)
(278,112)
(279,112)
(280,112)
(281,112)
(282,112)
(283,112)
(284,112)
(285,112)
(286,112)
(287,112)
(288,112)
(182,250)
(182,78)
(182,250)
(182,78)
(268,164)
(268,164)
(96,164)
(96,164)
(182,250)
(182,78)
(182,250)
(182,78)
(268,164)
(268,164)
(96,164)
(96,164)
(181,250)
(181,78)
(183,250)
(183,78)
(268,163)
(268,165)
(96,163)
(96,165)
(180,250)
(180,78)
(184,250)
(184,78)
(268,162)
(268,166)
(96,162)
(96,166)
(179,250)
(179,78)
(185,250)
(185,78)
(268,161)
(268,167)
(96,161)
(96,167)
(178,250)
(178,78)
(186,250)
(186,78)
(268,160)
(268,168)
(96,160)
(96,168)
(177,250)
(177,78)
(187,250)
(187,78)
(268,159)
(268,169)
(96,159)
(96,169)
(176,250)
(176,78)
(188,250)
(188,78)
(268,158)
(268,170)
(96,158)
(96,170)
(175,250)
(175,78)
(189,250)
(189,78)
(268,157)
(268,171)
(96,157)
(96,171)
(174,250)
(174,78)
(190,250)
(190,78)
(268,156)
(268,172)
(96,156)
(96,172)
(173,250)
(173,78)
(191,250)
(191,78)
(268,155)
(268,173)
(96,155)
(96,173)
(172,249)
(172,79)
(192,249)
(192,79)
(267,154)
(267,174)
(97,154)
(97,174)
(171,249)
(171,79)
(193,249)
(193,79)
(267,153)
(267,175)
(97,153)
(97,175)
(170,249)
(170,79)
(194,249)
(194,79)
(267,152)
(267,176)
(97,152)
(97,176)
(169,249)
(169,79)
(195,249)
(195,79)
(267,151)
(267,177)
(97,151)
(97,177)
(168,249)
(168,79)
(196,249)
(196,79)
(267,150)
(267,178)
(97,150)
(97,178)
(167,249)
(167,79)
(197,249)
(197,79)
(267,149)
(267,179)
(97,149)
(97,179)
(166,248)
(166,80)
(198,248)
(198,80)
(266,148)
(266,180)
(98,148)
(98,180)
(165,248)
(165,80)
(199,248)
(199,80)
(266,147)
(266,181)
(98,147)
(98,181)
(164,248)
(164,80)
(200,248)
(200,80)
(266,146)
(266,182)
(98,146)
(98,182)
(163,248)
(163,80)
(201,248)
(201,80)
(266,145)
(266,183)
(98,145)
(98,183)
(162,248)
(162,80)
(202,248)
(202,80)
(266,144)
(266,184)
(98,144)
(98,184)
(161,247)
(161,81)
(203,247)
(203,81)
(265,143)
(265,185)
(99,143)
(99,185)
(160,247)
(160,81)
(204,247)
(204,81)
(265,142)
(265,186)
(99,142)
(99,186)
(159,247)
(159,81)
(205,247)
(205,81)
(265,141)
(265,187)
(99,141)
(99,187)
(158,246)
(158,82)
(206,246)
(206,82)
(264,140)
(264,188)
(100,140)
(100,188)
(157,246)
(157,82)
(207,246)
(207,82)
(264,139)
(264,189)
(100,139)
(100,189)
(156,246)
(156,82)
(208,246)
(208,82)
(264,138)
(264,190)
(100,138)
(100,190)
(155,246)
(155,82)
(209,246)
(209,82)
(264,137)
(264,191)
(100,137)
(100,191)
(155,245)
(155,83)
(209,245)
(209,83)
(263,137)
(263,191)
(101,137)
(101,191)
(154,245)
(154,83)
(210,245)
(210,83)
(263,136)
(263,192)
(101,136)
(101,192)
(153,245)
(153,83)
(211,245)
(211,83)
(263,135)
(263,193)
(101,135)
(101,193)
(152,244)
(152,84)
(212,244)
(212,84)
(262,134)
(262,194)
(102,134)
(102,194)
(151,244)
(151,84)
(213,244)
(213,84)
(262,133)
(262,195)
(102,133)
(102,195)
(150,243)
(150,85)
(214,243)
(214,85)
(261,132)
(261,196)
(103,132)
(103,196)
(149,243)
(149,85)
(215,243)
(215,85)
(261,131)
(261,197)
(103,131)
(103,197)
(148,243)
(148,85)
(216,243)
(216,85)
(261,130)
(261,198)
(103,130)
(103,198)
(147,242)
(147,86)
(217,242)
(217,86)
(260,129)
(260,199)
(104,129)
(104,199)
(146,242)
(146,86)
(218,242)
(218,86)
(260,128)
(260,200)
(104,128)
(104,200)
(145,241)
(145,87)
(219,241)
(219,87)
(259,127)
(259,201)
(105,127)
(105,201)
(144,241)
(144,87)
(220,241)
(220,87)
(259,126)
(259,202)
(105,126)
(105,202)
(144,241)
(144,87)
(220,241)
(220,87)
(259,126)
(259,202)
(105,126)
(105,202)
(143,240)
(143,88)
(221,240)
(221,88)
(258,125)
(258,203)
(106,125)
(106,203)
(142,240)
(142,88)
(222,240)
(222,88)
(258,124)
(258,204)
(106,124)
(106,204)
(141,239)
(141,89)
(223,239)
(223,89)
(257,123)
(257,205)
(107,123)
(107,205)
(140,239)
(140,89)
(224,239)
(224,89)
(257,122)
(257,206)
(107,122)
(107,206)
(139,238)
(139,90)
(225,238)
(225,90)
(256,121)
(256,207)
(108,121)
(108,207)
(138,238)
(138,90)
(226,238)
(226,90)
(256,120)
(256,208)
(108,120)
(108,208)
(137,237)
(137,91)
(227,237)
(227,91)
(255,119)
(255,209)
(109,119)
(109,209)
(137,237)
(137,91)
(227,237)
(227,91)
(255,119)
(255,209)
(109,119)
(109,209)
(136,236)
(136,92)
(228,236)
(228,92)
(254,118)
(254,210)
(110,118)
(110,210)
(135,235)
(135,93)
(229,235)
(229,93)
(253,117)
(253,211)
(111,117)
(111,211)
(134,235)
(134,93)
(230,235)
(230,93)
(253,116)
(253,212)
(111,116)
(111,212)
(133,234)
(133,94)
(231,234)
(231,94)
(252,115)
(252,213)
(112,115)
(112,213)
(132,234)
(132,94)
(232,234)
(232,94)
(252,114)
(252,214)
(112,114)
(112,214)
(132,233)
(132,95)
(232,233)
(232,95)
(251,114)
(251,214)
(113,114)
(113,214)
(131,233)
(131,95)
(233,233)
(233,95)
(251,113)
(251,215)
(113,113)
(113,215)
(130,232)
(130,96)
(234,232)
(234,96)
(250,112)
(250,216)
(114,112)
(114,216)
(129,231)
(129,97)
(235,231)
(235,97)
(249,111)
(249,217)
(115,111)
(115,217)
(129,231)
(129,97)
(235,231)
(235,97)
(249,111)
(249,217)
(115,111)
(115,217)
(128,230)
(128,98)
(236,230)
(236,98)
(248,110)
(248,218)
(116,110)
(116,218)
(127,229)
(127,99)
(237,229)
(237,99)
(247,109)
(247,219)
(117,109)
(117,219)
(126,229)
(126,99)
(238,229)
(238,99)
(247,108)
(247,220)
(117,108)
(117,220)
(125,228)
(125,100)
(239,228)
(239,100)
(246,107)
(246,221)
(118,107)
(118,221)
(125,227)
(125,101)
(239,227)
(239,101)
(245,107)
(245,221)
(119,107)
(119,221)
(124,227)
(124,101)
(240,227)
(240,101)
(245,106)
(245,222)
(119,106)
(119,222)
(123,226)
(123,102)
(241,226)
(241,102)
(244,105)
(244,223)
(120,105)
(120,223)
(123,225)
(123,103)
(241,225)
(241,103)
(243,105)
(243,223)
(121,105)
(121,223)
(122,225)
(122,103)
(242,225)
(242,103)
(243,104)
(243,224)
(121,104)
(121,224)
(121,224)
(121,104)
(243,224)
(243,104)
(242,103)
(242,225)
(122,103)
(122,225)
(120,223)
(120,105)
(244,223)
(244,105)
(241,102)
(241,226)
(123,102)
(123,226)
(120,222)
(120,106)
(244,222)
(244,106)
(240,102)
(240,226)
(124,102)
(124,226)
(119,222)
(119,106)
(245,222)
(245,106)
(240,101)
(240,227)
(124,101)
(124,227)
(118,221)
(118,107)
(246,221)
(246,107)
(239,100)
(239,228)
(125,100)
(125,228)
(118,220)
(118,108)
(246,220)
(246,108)
(238,100)
(238,228)
(126,100)
(126,228)
(117,219)
(117,109)
(247,219)
(247,109)
(237,99)
(237,229)
(127,99)
(127,229)
(116,219)
(116,109)
(248,219)
(248,109)
(237,98)
(237,230)
(127,98)
(127,230)
(116,218)
(116,110)
(248,218)
(248,110)
(236,98)
(236,230)
(128,98)
(128,230)
(115,217)
(115,111)
(249,217)
(249,111)
(235,97)
(235,231)
(129,97)
(129,231)
(115,216)
(115,112)
(249,216)
(249,112)
(234,97)
(234,231)
(130,97)
(130,231)
(114,216)
(114,112)
(250,216)
(250,112)
(234,96)
(234,232)
(130,96)
(130,232)
(113,215)
(113,113)
(251,215)
(251,113)
(233,95)
(233,233)
(131,95)
(131,233)
(113,214)
(113,114)
(251,214)
(251,114)
(232,95)
(232,233)
(132,95)
(132,233)
(112,213)
(112,115)
(252,213)
(252,115)
(231,94)
(231,234)
(133,94)
(133,234)
(112,212)
(112,116)
(252,212)
(252,116)
(230,94)
(230,234)
(134,94)
(134,234)
(111,211)
(111,117)
(253,211)
(253,117)
(229,93)
(229,235)
(135,93)
(135,235)
(111,211)
(111,117)
(253,211)
(253,117)
(229,93)
(229,235)
(135,93)
(135,235)
(110,210)
(110,118)
(254,210)
(254,118)
(228,92)
(228,236)
(136,92)
(136,236)
(110,209)
(110,119)
(254,209)
(254,119)
(227,92)
(227,236)
(137,92)
(137,236)
(109,208)
(109,120)
(255,208)
(255,120)
(226,91)
(226,237)
(138,91)
(138,237)
(109,207)
(109,121)
(255,207)
(255,121)
(225,91)
(225,237)
(139,91)
(139,237)
(108,206)
(108,122)
(256,206)
(256,122)
(224,90)
(224,238)
(140,90)
(140,238)
(108,205)
(108,123)
(256,205)
(256,123)
(223,90)
(223,238)
(141,90)
(141,238)
(107,205)
(107,123)
(257,205)
(257,123)
(223,89)
(223,239)
(141,89)
(141,239)
(107,204)
(107,124)
(257,204)
(257,124)
(222,89)
(222,239)
(142,89)
(142,239)
(106,203)
(106,125)
(258,203)
(258,125)
(221,88)
(221,240)
(143,88)
(143,240)
(106,202)
